uuid,timestamp,event,amount_loan,risk_level,assessment,income
1652,2022-12-13 22:22:58,Normal Check,,0,,
1652,2022-12-14 00:22:58,Overall Assessment,,,,
1652,2022-12-14 02:22:58,Inform Customer,,,,
1653,2022-12-05 10:34:17,Customer applies for loan,,,,
1653,2022-12-05 12:34:17,Check application data,82501,,,2514
1653,2022-12-05 14:34:17,Extensive Check,,2,,
1653,2022-12-05 16:34:17,Overall Assessment,,,,
1653,2022-12-05 18:34:17,Inform Customer,,,,
1654,2022-11-30 17:22:07,Customer applies for loan,,,,
1654,2022-11-30 19:22:07,Check application data,23746,,,2907
1654,2022-11-30 21:22:07,Normal Check,,3,,
1654,2022-11-30 23:22:07,Overall Assessment,,,,
1654,2022-12-01 01:22:07,Inform Customer,,,,
1655,2022-11-30 12:08:06,Customer applies for loan,,,,
1655,2022-11-30 14:08:06,Check application data,28355,,,3248
1655,2022-11-30 16:08:06,Normal Check,,2,,
1655,2022-11-30 18:08:06,Overall Assessment,,,,
1655,2022-11-30 20:08:06,Inform Customer,,,,
1656,2022-12-10 14:49:14,Customer applies for loan,,,,
1656,2022-12-10 16:49:14,Check application data,78059,,,7787
1656,2022-12-10 18:49:14,Normal Check,,2,,
1656,2022-12-10 20:49:14,Overall Assessment,,,,
1656,2022-12-10 22:49:14,Inform Customer,,,,
1657,2022-11-26 11:55:15,Customer applies for loan,,,,
1657,2022-11-26 13:55:15,Check application data,86752,,,3275
1657,2022-11-26 15:55:15,Extensive Check,,0,,
1657,2022-11-26 17:55:15,Overall Assessment,,,,
1657,2022-11-26 19:55:15,Inform Customer,,,,
1658,2022-12-11 15:40:40,Customer applies for loan,,,,
1658,2022-12-11 17:40:40,Check application data,50594,,,5745
1658,2022-12-11 19:40:40,Normal Check,,0,,
1658,2022-12-11 21:40:40,Overall Assessment,,,,
1658,2022-12-11 23:40:40,Inform Customer,,,,
1659,2022-12-07 14:06:34,Customer applies for loan,,,,
1659,2022-12-07 16:06:34,Check application data,15250,,,7377
1659,2022-12-07 18:06:34,Normal Check,,3,,
1659,2022-12-07 20:06:34,Overall Assessment,,,,
1659,2022-12-07 22:06:34,Inform Customer,,,,
1660,2022-12-04 12:18:18,Customer applies for loan,,,,
1660,2022-12-04 14:18:18,Check application data,35547,,,4080
1660,2022-12-04 16:18:18,Normal Check,,2,,
1660,2022-12-04 18:18:18,Overall Assessment,,,,
1660,2022-12-04 20:18:18,Inform Customer,,,,
1661,2022-12-05 17:32:38,Customer applies for loan,,,,
1661,2022-12-05 19:32:38,Check application data,14982,,,3844
1661,2022-12-05 21:32:38,Normal Check,,3,,
1661,2022-12-05 23:32:38,Overall Assessment,,,,
1661,2022-12-06 01:32:38,Inform Customer,,,,
1662,2022-12-10 13:13:24,Customer applies for loan,,,,
1662,2022-12-10 15:13:24,Check application data,99550,,,9792
1662,2022-12-10 17:13:24,Extensive Check,,3,,
1662,2022-12-10 19:13:24,Overall Assessment,,,,
1662,2022-12-10 21:13:24,Inform Customer,,,,
1663,2022-12-11 18:08:42,Customer applies for loan,,,,
1663,2022-12-11 20:08:42,Check application data,83857,,,4132
1663,2022-12-11 22:08:42,Extensive Check,,1,,
1663,2022-12-12 00:08:42,Overall Assessment,,,,
1663,2022-12-12 02:08:42,Inform Customer,,,,
1664,2022-12-15 11:56:07,Customer applies for loan,,,,
1664,2022-12-15 13:56:07,Check application data,42371,,,8456
1664,2022-12-15 15:56:07,Normal Check,,4,,
1664,2022-12-15 17:56:07,Overall Assessment,,,,
1664,2022-12-15 19:56:07,Inform Customer,,,,
1665,2022-12-05 09:11:12,Customer applies for loan,,,,
1665,2022-12-05 11:11:12,Check application data,56606,,,2665
1665,2022-12-05 13:11:12,Normal Check,,4,,
1665,2022-12-05 15:11:12,Overall Assessment,,,,
1665,2022-12-05 17:11:12,Inform Customer,,,,
1666,2022-12-03 17:30:41,Customer applies for loan,,,,
1666,2022-12-03 19:30:41,Check application data,51577,,,6551
1666,2022-12-03 21:30:41,Normal Check,,3,,
1666,2022-12-03 23:30:41,Overall Assessment,,,,
1666,2022-12-04 01:30:41,Inform Customer,,,,
1667,2022-11-30 09:30:26,Customer applies for loan,,,,
1667,2022-11-30 11:30:26,Check application data,20742,,,1286
1667,2022-11-30 13:30:26,Normal Check,,2,,
1667,2022-11-30 15:30:26,Overall Assessment,,,,
1667,2022-11-30 17:30:26,Inform Customer,,,,
1668,2022-12-15 13:04:19,Customer applies for loan,,,,
1668,2022-12-15 15:04:19,Check application data,10767,,,7542
1668,2022-12-15 17:04:19,Normal Check,,3,,
1668,2022-12-15 19:04:19,Overall Assessment,,,,
1668,2022-12-15 21:04:19,Inform Customer,,,,
1669,2022-11-29 15:43:17,Customer applies for loan,,,,
1669,2022-11-29 17:43:17,Check application data,80635,,,8238
1669,2022-11-29 19:43:17,Extensive Check,,0,,
1669,2022-11-29 21:43:17,Overall Assessment,,,,
1669,2022-11-29 23:43:17,Inform Customer,,,,
1670,2022-12-01 13:22:44,Customer applies for loan,,,,
1670,2022-12-01 15:22:44,Check application data,57593,,,9926
1670,2022-12-01 17:22:44,Normal Check,,3,,
1670,2022-12-01 19:22:44,Overall Assessment,,,,
1670,2022-12-01 21:22:44,Inform Customer,,,,
1671,2022-12-14 08:08:04,Customer applies for loan,,,,
1671,2022-12-14 10:08:04,Check application data,86610,,,8642
1671,2022-12-14 12:08:04,Extensive Check,,3,,
1671,2022-12-14 14:08:04,Overall Assessment,,,,
1671,2022-12-14 16:08:04,Inform Customer,,,,
1672,2022-11-29 13:46:03,Customer applies for loan,,,,
1672,2022-11-29 15:46:03,Check application data,11122,,,5178
1672,2022-11-29 17:46:03,Normal Check,,4,,
1672,2022-11-29 19:46:03,Overall Assessment,,,,
1672,2022-11-29 21:46:03,Inform Customer,,,,
1673,2022-12-07 18:41:39,Customer applies for loan,,,,
1673,2022-12-07 20:41:39,Check application data,39293,,,8616
1673,2022-12-07 22:41:39,Normal Check,,2,,
1673,2022-12-08 00:41:39,Overall Assessment,,,,
1673,2022-12-08 02:41:39,Inform Customer,,,,
1674,2022-12-01 17:27:31,Customer applies for loan,,,,
1674,2022-12-01 19:27:31,Check application data,87945,,,1977
1674,2022-12-01 21:27:31,Extensive Check,,1,,
1674,2022-12-01 23:27:31,Overall Assessment,,,,
1674,2022-12-02 01:27:31,Inform Customer,,,,
1675,2022-12-02 16:44:20,Customer applies for loan,,,,
1675,2022-12-02 18:44:20,Check application data,53684,,,8972
1675,2022-12-02 20:44:20,Normal Check,,1,,
1675,2022-12-02 22:44:20,Overall Assessment,,,,
1675,2022-12-03 00:44:20,Inform Customer,,,,
1676,2022-12-15 10:32:43,Customer applies for loan,,,,
1676,2022-12-15 12:32:43,Check application data,41122,,,9955
1676,2022-12-15 14:32:43,Normal Check,,2,,
1676,2022-12-15 16:32:43,Overall Assessment,,,,
1676,2022-12-15 18:32:43,Inform Customer,,,,
1677,2022-12-02 15:18:01,Customer applies for loan,,,,
1677,2022-12-02 17:18:01,Check application data,27000,,,9773
1677,2022-12-02 19:18:01,Normal Check,,2,,
1677,2022-12-02 21:18:01,Overall Assessment,,,,
1677,2022-12-02 23:18:01,Inform Customer,,,,
1678,2022-11-30 15:36:03,Customer applies for loan,,,,
1678,2022-11-30 17:36:03,Check application data,51576,,,6928
1678,2022-11-30 19:36:03,Normal Check,,1,,
1678,2022-11-30 21:36:03,Overall Assessment,,,,
1678,2022-11-30 23:36:03,Inform Customer,,,,
1679,2022-12-01 08:19:11,Customer applies for loan,,,,
1679,2022-12-01 10:19:11,Check application data,96458,,,7284
1679,2022-12-01 12:19:11,Extensive Check,,3,,
1679,2022-12-01 14:19:11,Overall Assessment,,,,
1679,2022-12-01 16:19:11,Inform Customer,,,,
1680,2022-12-09 08:34:45,Customer applies for loan,,,,
1680,2022-12-09 10:34:45,Check application data,32658,,,1876
1680,2022-12-09 12:34:45,Normal Check,,3,,
1680,2022-12-09 14:34:45,Overall Assessment,,,,
1680,2022-12-09 16:34:45,Inform Customer,,,,
1681,2022-12-15 11:39:43,Customer applies for loan,,,,
1681,2022-12-15 13:39:43,Check application data,41356,,,1098
1681,2022-12-15 15:39:43,Normal Check,,0,,
1681,2022-12-15 17:39:43,Overall Assessment,,,,
1681,2022-12-15 19:39:43,Inform Customer,,,,
1682,2022-12-15 17:26:59,Customer applies for loan,,,,
1682,2022-12-15 19:26:59,Check application data,10974,,,9971
1682,2022-12-15 21:26:59,Normal Check,,0,,
1682,2022-12-15 23:26:59,Overall Assessment,,,,
1682,2022-12-16 01:26:59,Inform Customer,,,,
1683,2022-12-03 13:34:17,Customer applies for loan,,,,
1683,2022-12-03 15:34:17,Check application data,56197,,,7843
1683,2022-12-03 17:34:17,Normal Check,,3,,
1683,2022-12-03 19:34:17,Overall Assessment,,,,
1683,2022-12-03 21:34:17,Inform Customer,,,,
1684,2022-12-11 13:20:22,Customer applies for loan,,,,
1684,2022-12-11 15:20:22,Check application data,35281,,,9893
1684,2022-12-11 17:20:22,Normal Check,,3,,
1684,2022-12-11 19:20:22,Overall Assessment,,,,
1684,2022-12-11 21:20:22,Inform Customer,,,,
1685,2022-12-08 08:00:26,Customer applies for loan,,,,
1685,2022-12-08 10:00:26,Check application data,14216,,,8377
1685,2022-12-08 12:00:26,Normal Check,,1,,
1685,2022-12-08 14:00:26,Overall Assessment,,,,
1685,2022-12-08 16:00:26,Inform Customer,,,,
1686,2022-12-02 14:25:21,Customer applies for loan,,,,
1686,2022-12-02 16:25:21,Check application data,51024,,,1455
1686,2022-12-02 18:25:21,Normal Check,,1,,
1686,2022-12-02 20:25:21,Overall Assessment,,,,
1686,2022-12-02 22:25:21,Inform Customer,,,,
1687,2022-12-02 16:16:02,Customer applies for loan,,,,
1687,2022-12-02 18:16:02,Check application data,78610,,,8981
1687,2022-12-02 20:16:02,Normal Check,,4,,
1687,2022-12-02 22:16:02,Overall Assessment,,,,
1687,2022-12-03 00:16:02,Inform Customer,,,,
1688,2022-12-03 13:30:42,Customer applies for loan,,,,
1688,2022-12-03 15:30:42,Check application data,62392,,,9949
1688,2022-12-03 17:30:42,Normal Check,,0,,
1688,2022-12-03 19:30:42,Overall Assessment,,,,
1688,2022-12-03 21:30:42,Inform Customer,,,,
1689,2022-12-15 14:06:15,Customer applies for loan,,,,
1689,2022-12-15 16:06:15,Check application data,77136,,,8332
1689,2022-12-15 18:06:15,Normal Check,,2,,
1689,2022-12-15 20:06:15,Overall Assessment,,,,
1689,2022-12-15 22:06:15,Inform Customer,,,,
1690,2022-11-27 10:11:11,Customer applies for loan,,,,
1690,2022-11-27 12:11:11,Check application data,71044,,,4797
1690,2022-11-27 14:11:11,Normal Check,,0,,
1690,2022-11-27 16:11:11,Overall Assessment,,,,
1690,2022-11-27 18:11:11,Inform Customer,,,,
1691,2022-12-03 18:10:19,Customer applies for loan,,,,
1691,2022-12-03 20:10:19,Check application data,10960,,,3769
1691,2022-12-03 22:10:19,Normal Check,,1,,
1691,2022-12-04 00:10:19,Overall Assessment,,,,
1691,2022-12-04 02:10:19,Inform Customer,,,,
1692,2022-11-29 11:29:02,Customer applies for loan,,,,
1692,2022-11-29 13:29:02,Check application data,76986,,,8411
1692,2022-11-29 15:29:02,Normal Check,,2,,
1692,2022-11-29 17:29:02,Overall Assessment,,,,
1692,2022-11-29 19:29:02,Inform Customer,,,,
1693,2022-12-01 15:02:08,Customer applies for loan,,,,
1693,2022-12-01 17:02:08,Check application data,53589,,,5510
1693,2022-12-01 19:02:08,Normal Check,,0,,
1693,2022-12-01 21:02:08,Overall Assessment,,,,
1693,2022-12-01 23:02:08,Inform Customer,,,,
1694,2022-12-07 15:08:51,Customer applies for loan,,,,
1694,2022-12-07 17:08:51,Check application data,87948,,,4557
1694,2022-12-07 19:08:51,Extensive Check,,0,,
1694,2022-12-07 21:08:51,Overall Assessment,,,,
1694,2022-12-07 23:08:51,Inform Customer,,,,
1695,2022-12-10 18:08:01,Customer applies for loan,,,,
1695,2022-12-10 20:08:01,Check application data,86967,,,7993
1695,2022-12-10 22:08:01,Extensive Check,,4,,
1695,2022-12-11 00:08:01,Overall Assessment,,,,
1695,2022-12-11 02:08:01,Inform Customer,,,,
1696,2022-12-15 17:37:49,Customer applies for loan,,,,
1696,2022-12-15 19:37:49,Check application data,15918,,,6805
1696,2022-12-15 21:37:49,Normal Check,,0,,
1696,2022-12-15 23:37:49,Overall Assessment,,,,
1696,2022-12-16 01:37:49,Inform Customer,,,,
1697,2022-12-04 15:20:09,Customer applies for loan,,,,
1697,2022-12-04 17:20:09,Check application data,60332,,,9525
1697,2022-12-04 19:20:09,Normal Check,,0,,
1697,2022-12-04 21:20:09,Overall Assessment,,,,
1697,2022-12-04 23:20:09,Inform Customer,,,,
1698,2022-12-03 16:31:51,Customer applies for loan,,,,
1698,2022-12-03 18:31:51,Check application data,32146,,,2364
1698,2022-12-03 20:31:51,Normal Check,,4,,
1698,2022-12-03 22:31:51,Overall Assessment,,,,
1698,2022-12-04 00:31:51,Inform Customer,,,,
1699,2022-12-01 10:59:28,Customer applies for loan,,,,
1699,2022-12-01 12:59:28,Check application data,60540,,,8957
1699,2022-12-01 14:59:28,Normal Check,,0,,
1699,2022-12-01 16:59:28,Overall Assessment,,,,
1699,2022-12-01 18:59:28,Inform Customer,,,,
1700,2022-12-03 18:44:32,Customer applies for loan,,,,
1700,2022-12-03 20:44:32,Check application data,14918,,,9601
1700,2022-12-03 22:44:32,Normal Check,,2,,
1700,2022-12-04 00:44:32,Overall Assessment,,,,
1700,2022-12-04 02:44:32,Inform Customer,,,,
1701,2022-11-28 08:08:39,Customer applies for loan,,,,
1701,2022-11-28 10:08:39,Check application data,59071,,,8881
1701,2022-11-28 12:08:39,Normal Check,,2,,
1701,2022-11-28 14:08:39,Overall Assessment,,,,
1701,2022-11-28 16:08:39,Inform Customer,,,,
1702,2022-11-30 15:59:51,Customer applies for loan,,,,
1702,2022-11-30 17:59:51,Check application data,48287,,,5560
1702,2022-11-30 19:59:51,Normal Check,,2,,
1702,2022-11-30 21:59:51,Overall Assessment,,,,
1702,2022-11-30 23:59:51,Inform Customer,,,,
1703,2022-12-06 13:44:21,Customer applies for loan,,,,
1703,2022-12-06 15:44:21,Check application data,30413,,,5639
1703,2022-12-06 17:44:21,Normal Check,,0,,
1703,2022-12-06 19:44:21,Overall Assessment,,,,
1703,2022-12-06 21:44:21,Inform Customer,,,,
1704,2022-11-26 14:10:48,Customer applies for loan,,,,
1704,2022-11-26 16:10:48,Check application data,30798,,,2671
1704,2022-11-26 18:10:48,Normal Check,,3,,
1704,2022-11-26 20:10:48,Overall Assessment,,,,
1704,2022-11-26 22:10:48,Inform Customer,,,,
1705,2022-11-27 09:30:56,Customer applies for loan,,,,
1705,2022-11-27 11:30:56,Check application data,14472,,,2097
1705,2022-11-27 13:30:56,Normal Check,,3,,
1705,2022-11-27 15:30:56,Overall Assessment,,,,
1705,2022-11-27 17:30:56,Inform Customer,,,,
1706,2022-12-07 18:10:03,Customer applies for loan,,,,
1706,2022-12-07 20:10:03,Check application data,42273,,,5262
1706,2022-12-07 22:10:03,Normal Check,,4,,
1706,2022-12-08 00:10:03,Overall Assessment,,,,
1706,2022-12-08 02:10:03,Inform Customer,,,,
1707,2022-12-15 11:43:36,Customer applies for loan,,,,
1707,2022-12-15 13:43:36,Check application data,85882,,,5923
1707,2022-12-15 15:43:36,Extensive Check,,0,,
1707,2022-12-15 17:43:36,Overall Assessment,,,,
1707,2022-12-15 19:43:36,Inform Customer,,,,
1708,2022-12-05 16:51:03,Customer applies for loan,,,,
1708,2022-12-05 18:51:03,Check application data,56107,,,8604
1708,2022-12-05 20:51:03,Normal Check,,2,,
1708,2022-12-05 22:51:03,Overall Assessment,,,,
1708,2022-12-06 00:51:03,Inform Customer,,,,
1709,2022-12-09 12:36:37,Customer applies for loan,,,,
1709,2022-12-09 14:36:37,Check application data,99222,,,8110
1709,2022-12-09 16:36:37,Extensive Check,,3,,
1709,2022-12-09 18:36:37,Overall Assessment,,,,
1709,2022-12-09 20:36:37,Inform Customer,,,,
1710,2022-12-01 09:18:24,Customer applies for loan,,,,
1710,2022-12-01 11:18:24,Check application data,70806,,,2727
1710,2022-12-01 13:18:24,Normal Check,,2,,
1710,2022-12-01 15:18:24,Overall Assessment,,,,
1710,2022-12-01 17:18:24,Inform Customer,,,,
1711,2022-12-11 18:39:11,Customer applies for loan,,,,
1711,2022-12-11 20:39:11,Check application data,53428,,,3521
1711,2022-12-11 22:39:11,Normal Check,,0,,
1711,2022-12-12 00:39:11,Overall Assessment,,,,
1711,2022-12-12 02:39:11,Inform Customer,,,,
1712,2022-12-07 10:13:50,Customer applies for loan,,,,
1712,2022-12-07 12:13:50,Check application data,35236,,,9353
1712,2022-12-07 14:13:50,Normal Check,,4,,
1712,2022-12-07 16:13:50,Overall Assessment,,,,
1712,2022-12-07 18:13:50,Inform Customer,,,,
1713,2022-12-08 18:52:36,Customer applies for loan,,,,
1713,2022-12-08 20:52:36,Check application data,42105,,,5748
1713,2022-12-08 22:52:36,Normal Check,,3,,
1713,2022-12-09 00:52:36,Overall Assessment,,,,
1713,2022-12-09 02:52:36,Inform Customer,,,,
1714,2022-12-14 13:07:59,Customer applies for loan,,,,
1714,2022-12-14 15:07:59,Check application data,56484,,,8587
1714,2022-12-14 17:07:59,Normal Check,,1,,
1714,2022-12-14 19:07:59,Overall Assessment,,,,
1714,2022-12-14 21:07:59,Inform Customer,,,,
1715,2022-12-15 18:38:40,Customer applies for loan,,,,
1715,2022-12-15 20:38:40,Check application data,56743,,,3904
1715,2022-12-15 22:38:40,Normal Check,,0,,
1715,2022-12-16 00:38:40,Overall Assessment,,,,
1715,2022-12-16 02:38:40,Inform Customer,,,,
1716,2022-12-13 17:47:26,Customer applies for loan,,,,
1716,2022-12-13 19:47:26,Check application data,25171,,,6271
1716,2022-12-13 21:47:26,Normal Check,,4,,
1716,2022-12-13 23:47:26,Overall Assessment,,,,
1716,2022-12-14 01:47:26,Inform Customer,,,,
1717,2022-11-27 16:40:32,Customer applies for loan,,,,
1717,2022-11-27 18:40:32,Check application data,18418,,,4288
1717,2022-11-27 20:40:32,Normal Check,,4,,
1717,2022-11-27 22:40:32,Overall Assessment,,,,
1717,2022-11-28 00:40:32,Inform Customer,,,,
1718,2022-11-28 15:18:38,Customer applies for loan,,,,
1718,2022-11-28 17:18:38,Check application data,17582,,,9271
1718,2022-11-28 19:18:38,Normal Check,,0,,
1718,2022-11-28 21:18:38,Overall Assessment,,,,
1718,2022-11-28 23:18:38,Inform Customer,,,,
1719,2022-12-01 08:56:49,Customer applies for loan,,,,
1719,2022-12-01 10:56:49,Check application data,66154,,,1336
1719,2022-12-01 12:56:49,Normal Check,,0,,
1719,2022-12-01 14:56:49,Overall Assessment,,,,
1719,2022-12-01 16:56:49,Inform Customer,,,,
1720,2022-12-12 15:31:24,Customer applies for loan,,,,
1720,2022-12-12 17:31:24,Check application data,42773,,,5930
1720,2022-12-12 19:31:24,Normal Check,,4,,
1720,2022-12-12 21:31:24,Overall Assessment,,,,
1720,2022-12-12 23:31:24,Inform Customer,,,,
1721,2022-11-27 11:29:51,Customer applies for loan,,,,
1721,2022-11-27 13:29:51,Check application data,91087,,,5578
1721,2022-11-27 15:29:51,Extensive Check,,4,,
1721,2022-11-27 17:29:51,Overall Assessment,,,,
1721,2022-11-27 19:29:51,Inform Customer,,,,
1722,2022-12-03 11:49:19,Customer applies for loan,,,,
1722,2022-12-03 13:49:19,Check application data,55343,,,8819
1722,2022-12-03 15:49:19,Normal Check,,0,,
1722,2022-12-03 17:49:19,Overall Assessment,,,,
1722,2022-12-03 19:49:19,Inform Customer,,,,
1723,2022-12-08 08:39:43,Customer applies for loan,,,,
1723,2022-12-08 10:39:43,Check application data,34926,,,6320
1723,2022-12-08 12:39:43,Normal Check,,0,,
1723,2022-12-08 14:39:43,Overall Assessment,,,,
1723,2022-12-08 16:39:43,Inform Customer,,,,
1724,2022-12-11 09:12:56,Customer applies for loan,,,,
1724,2022-12-11 11:12:56,Check application data,18651,,,7726
1724,2022-12-11 13:12:56,Normal Check,,4,,
1724,2022-12-11 15:12:56,Overall Assessment,,,,
1724,2022-12-11 17:12:56,Inform Customer,,,,
1725,2022-12-01 16:55:09,Customer applies for loan,,,,
1725,2022-12-01 18:55:09,Check application data,68774,,,5927
1725,2022-12-01 20:55:09,Normal Check,,1,,
1725,2022-12-01 22:55:09,Overall Assessment,,,,
1725,2022-12-02 00:55:09,Inform Customer,,,,
1726,2022-12-06 12:21:51,Customer applies for loan,,,,
1726,2022-12-06 14:21:51,Check application data,80855,,,7820
1726,2022-12-06 16:21:51,Extensive Check,,0,,
1726,2022-12-06 18:21:51,Overall Assessment,,,,
1726,2022-12-06 20:21:51,Inform Customer,,,,
1727,2022-11-29 16:02:21,Customer applies for loan,,,,
1727,2022-11-29 18:02:21,Check application data,68543,,,9905
1727,2022-11-29 20:02:21,Normal Check,,0,,
1727,2022-11-29 22:02:21,Overall Assessment,,,,
1727,2022-11-30 00:02:21,Inform Customer,,,,
1728,2022-12-14 15:05:25,Customer applies for loan,,,,
1728,2022-12-14 17:05:25,Check application data,79060,,,6426
1728,2022-12-14 19:05:25,Normal Check,,0,,
1728,2022-12-14 21:05:25,Overall Assessment,,,,
1728,2022-12-14 23:05:25,Inform Customer,,,,
1729,2022-11-28 18:19:06,Customer applies for loan,,,,
1729,2022-11-28 20:19:06,Check application data,89101,,,9349
1729,2022-11-28 22:19:06,Extensive Check,,2,,
1729,2022-11-29 00:19:06,Overall Assessment,,,,
1729,2022-11-29 02:19:06,Inform Customer,,,,
1730,2022-12-12 14:52:54,Customer applies for loan,,,,
1730,2022-12-12 16:52:54,Check application data,42591,,,5447
1730,2022-12-12 18:52:54,Normal Check,,0,,
1730,2022-12-12 20:52:54,Overall Assessment,,,,
1730,2022-12-12 22:52:54,Inform Customer,,,,
